"2026-06-09 at 10:44"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2026-06-09	10:47:14	4.42554e2	1.50684e1	1.26407e1	5.14971e1	9.74337e1	9.3413352e-2	8.4257011e-2	1.2014328e1	7.5045704e-1	
2026-06-09	10:47:15	4.42008e2	1.49954e1	1.25663e1	5.15037e1	9.74315e1	9.3326988e-2	8.3967094e-2	1.2017685e1	7.5292797e-1	
2026-06-09	10:47:15	4.42008e2	1.49954e1	1.25663e1	5.15037e1	9.74315e1	9.3326988e-2	8.3967094e-2	1.2017685e1	7.5292797e-1	
2026-06-09	10:47:16	4.41688e2	1.49740e1	1.25443e1	5.14971e1	9.74300e1	9.3278408e-2	8.3882865e-2	1.2047059e1	7.5791172e-1	
2026-06-09	10:47:16	4.41552e2	1.49431e1	1.25128e1	5.14937e1	9.74302e1	9.3258562e-2	8.3761749e-2	1.2006775e1	7.5537815e-1	
2026-06-09	10:47:17	4.41210e2	1.49275e1	1.24961e1	5.14971e1	9.74250e1	9.3201160e-2	8.3695354e-2	1.2062165e1	7.6008939e-1	
2026-06-09	10:47:17	4.41210e2	1.49275e1	1.24961e1	5.14971e1	9.74250e1	9.3201160e-2	8.3695354e-2	1.2062165e1	7.6008939e-1	
2026-06-09	10:47:18	4.41065e2	1.49025e1	1.24714e1	5.14871e1	9.74304e1	9.3186378e-2	8.3603019e-2	1.1992508e1	7.5871949e-1	
2026-06-09	10:47:18	4.41084e2	1.48925e1	1.24601e1	5.14904e1	9.74240e1	9.3182086e-2	8.3557662e-2	1.2060487e1	7.5978684e-1	
2026-06-09	10:47:19	4.41084e2	1.48925e1	1.24601e1	5.14904e1	9.74240e1	9.3182086e-2	8.3557662e-2	1.2060487e1	7.5978684e-1	
2026-06-09	10:47:19	4.41084e2	1.48925e1	1.24601e1	5.14904e1	9.74240e1	9.3182086e-2	8.3557662e-2	1.2060487e1	7.5978684e-1	
2026-06-09	10:47:20	4.40649e2	1.48857e1	1.24546e1	5.15004e1	9.74329e1	9.3123378e-2	8.3536329e-2	1.2031114e1	7.5805015e-1	
2026-06-09	10:47:20	4.41011e2	1.48757e1	1.24440e1	5.14937e1	9.74304e1	9.3176603e-2	8.3496208e-2	1.2062165e1	7.5084824e-1	
2026-06-09	10:47:21	4.40568e2	1.48540e1	1.24231e1	5.14971e1	9.74390e1	9.3117351e-2	8.3416461e-2	1.2022720e1	7.5233645e-1	
2026-06-09	10:47:21	4.40876e2	1.48421e1	1.24102e1	5.14937e1	9.74342e1	9.3159561e-2	8.3366394e-2	1.2066361e1	7.5121650e-1	
2026-06-09	10:47:22	4.40876e2	1.48421e1	1.24102e1	5.14937e1	9.74342e1	9.3159561e-2	8.3366394e-2	1.2066361e1	7.5121650e-1	
2026-06-09	10:47:22	4.40714e2	1.48443e1	1.24127e1	5.14937e1	9.74359e1	9.3137025e-2	8.3376464e-2	1.1988311e1	7.5389676e-1	
2026-06-09	10:47:23	4.40525e2	1.48311e1	1.23979e1	5.14937e1	9.74279e1	9.3100490e-2	8.3317871e-2	1.2053773e1	7.5539779e-1	
2026-06-09	10:47:23	4.40525e2	1.48311e1	1.23979e1	5.14937e1	9.74279e1	9.3100490e-2	8.3317871e-2	1.2053773e1	7.5539779e-1	
2026-06-09	10:47:24	4.40214e2	1.48232e1	1.23904e1	5.14937e1	9.74317e1	9.3057336e-2	8.3289623e-2	1.1999221e1	7.5883655e-1	
2026-06-09	10:47:24	4.40136e2	1.48120e1	1.23773e1	5.14937e1	9.74209e1	9.3034858e-2	8.3236989e-2	1.2040345e1	7.5757999e-1	
2026-06-09	10:47:25	4.40136e2	1.48120e1	1.23773e1	5.14937e1	9.74209e1	9.3034858e-2	8.3236989e-2	1.2040345e1	7.5757999e-1	
2026-06-09	10:47:25	4.40006e2	1.48120e1	1.23795e1	5.14971e1	9.74357e1	9.3029022e-2	8.3248023e-2	1.2029434e1	7.5258817e-1	
2026-06-09	10:47:26	4.40273e2	1.48104e1	1.23771e1	5.14971e1	9.74312e1	9.3064842e-2	8.3238010e-2	1.2058808e1	7.5084533e-1	
2026-06-09	10:47:26	4.40273e2	1.48104e1	1.23771e1	5.14971e1	9.74312e1	9.3064842e-2	8.3238010e-2	1.2058808e1	7.5084533e-1	
2026-06-09	10:47:27	4.40213e2	1.48038e1	1.23711e1	5.14971e1	9.74359e1	9.3060436e-2	8.3215713e-2	1.2000900e1	7.5508947e-1	
2026-06-09	10:47:27	4.40213e2	1.48038e1	1.23711e1	5.14971e1	9.74359e1	9.3060436e-2	8.3215713e-2	1.2000900e1	7.5508947e-1	
2026-06-09	10:47:28	4.40353e2	1.48074e1	1.23738e1	5.14971e1	9.74300e1	9.3075571e-2	8.3225011e-2	1.2046220e1	7.5361099e-1	
2026-06-09	10:47:28	4.40363e2	1.47982e1	1.23657e1	5.14971e1	9.74382e1	9.3085107e-2	8.3195152e-2	1.2002578e1	7.5711097e-1	
2026-06-09	10:47:29	4.40363e2	1.47982e1	1.23657e1	5.14971e1	9.74382e1	9.3085107e-2	8.3195152e-2	1.2002578e1	7.5711097e-1	
2026-06-09	10:47:29	4.40371e2	1.47896e1	1.23550e1	5.14904e1	9.74267e1	9.3076343e-2	8.3153190e-2	1.2045381e1	7.5404491e-1	
2026-06-09	10:47:30	4.40334e2	1.47887e1	1.23544e1	5.14904e1	9.74282e1	9.3072175e-2	8.3150920e-2	1.2007614e1	7.6144032e-1	
2026-06-09	10:47:30	4.40334e2	1.47887e1	1.23544e1	5.14904e1	9.74282e1	9.3072175e-2	8.3150920e-2	1.2007614e1	7.6144032e-1	
2026-06-09	10:47:31	4.39856e2	1.47960e1	1.23609e1	5.14904e1	9.74225e1	9.2994575e-2	8.3175125e-2	1.2033631e1	7.5756015e-1	
2026-06-09	10:47:31	4.40129e2	1.47845e1	1.23511e1	5.14904e1	9.74347e1	9.3047618e-2	8.3139657e-2	1.2047898e1	7.5622587e-1	
2026-06-09	10:47:32	4.39881e2	1.47875e1	1.23538e1	5.14904e1	9.74327e1	9.3008337e-2	8.3149795e-2	1.2052934e1	7.4546327e-1	
2026-06-09	10:47:32	4.40255e2	1.47788e1	1.23458e1	5.14904e1	9.74390e1	9.3070745e-2	8.3120231e-2	1.2048738e1	7.6013622e-1	
2026-06-09	10:47:33	4.40720e2	1.47782e1	1.23456e1	5.14971e1	9.74412e1	9.3141613e-2	8.3118438e-2	1.2013489e1	7.4633889e-1	
2026-06-09	10:47:33	4.40720e2	1.47782e1	1.23456e1	5.14971e1	9.74412e1	9.3141613e-2	8.3118438e-2	1.2013489e1	7.4633889e-1	
2026-06-09	10:47:34	4.40272e2	1.47742e1	1.23410e1	5.14904e1	9.74382e1	9.3072471e-2	8.3101511e-2	1.2046220e1	7.5182099e-1	
2026-06-09	10:47:34	4.40272e2	1.47742e1	1.23410e1	5.14904e1	9.74382e1	9.3072471e-2	8.3101511e-2	1.2046220e1	7.5182099e-1	
2026-06-09	10:47:35	4.40259e2	1.47693e1	1.23364e1	5.15004e1	9.74410e1	9.3071165e-2	8.3082618e-2	1.2045381e1	7.5681724e-1	
2026-06-09	10:47:35	4.40172e2	1.47713e1	1.23405e1	5.14971e1	9.74540e1	9.3071517e-2	8.3101568e-2	1.2050416e1	7.5692391e-1	
2026-06-09	10:47:36	4.40172e2	1.47713e1	1.23405e1	5.14971e1	9.74540e1	9.3071517e-2	8.3101568e-2	1.2050416e1	7.5692391e-1	
2026-06-09	10:47:36	4.39694e2	1.47762e1	1.23419e1	5.15004e1	9.74307e1	9.2976093e-2	8.3101806e-2	1.2019363e1	7.5459089e-1	
2026-06-09	10:47:37	4.39910e2	1.47711e1	1.23364e1	5.14971e1	9.74287e1	9.3007326e-2	8.3080711e-2	1.2061326e1	7.6106710e-1	
2026-06-09	10:47:37	4.39910e2	1.47711e1	1.23364e1	5.14971e1	9.74287e1	9.3007326e-2	8.3080711e-2	1.2061326e1	7.6106710e-1	
2026-06-09	10:47:38	4.39596e2	1.47842e1	1.23526e1	5.14937e1	9.74469e1	9.2978839e-2	8.3147344e-2	1.2045381e1	7.6788635e-1	
2026-06-09	10:47:38	4.41676e2	1.47510e1	1.23482e1	5.14971e1	9.76375e1	9.3478860e-2	8.3166894e-2	1.2055451e1	7.6115150e-1	
2026-06-09	10:47:39	4.41012e2	1.47316e1	1.22953e1	5.14837e1	9.74270e1	9.3173618e-2	8.2924842e-2	1.1996704e1	7.5744485e-1	
2026-06-09	10:47:39	4.43557e2	1.49319e1	1.25010e1	5.14837e1	9.74277e1	9.3559083e-2	8.3717460e-2	1.2050416e1	7.5937180e-1	
2026-06-09	10:47:40	4.43557e2	1.49319e1	1.25010e1	5.14837e1	9.74277e1	9.3559083e-2	8.3717460e-2	1.2050416e1	7.5937180e-1	
2026-06-09	10:47:40	4.64393e2	1.57705e1	1.33383e1	5.14937e1	9.74415e1	9.6671285e-2	8.6995487e-2	1.1992508e1	7.5743384e-1	
2026-06-09	10:47:41	4.51795e2	1.53266e1	1.28986e1	5.14904e1	9.74250e1	9.4789800e-2	8.5261459e-2	1.2030273e1	7.5884885e-1	
2026-06-09	10:47:41	4.47944e2	1.51364e1	1.27077e1	5.14904e1	9.74227e1	9.4211692e-2	8.4516286e-2	1.2042863e1	7.6415414e-1	
2026-06-09	10:47:42	4.47526e2	1.51098e1	1.26831e1	5.14904e1	9.74377e1	9.4163837e-2	8.4423837e-2	1.2032792e1	7.6146306e-1	
2026-06-09	10:47:42	4.47503e2	1.50914e1	1.26632e1	5.14904e1	9.74294e1	9.4152030e-2	8.4345045e-2	1.2039506e1	7.5605344e-1	
2026-06-09	10:47:43	4.47503e2	1.50914e1	1.26632e1	5.14904e1	9.74294e1	9.4152030e-2	8.4345045e-2	1.2039506e1	7.5605344e-1	
2026-06-09	10:47:43	4.47503e2	1.50914e1	1.26632e1	5.14904e1	9.74294e1	9.4152030e-2	8.4345045e-2	1.2039506e1	7.5605344e-1	
2026-06-09	10:47:44	4.46559e2	1.50404e1	1.26127e1	5.14937e1	9.74362e1	9.4016370e-2	8.4149656e-2	1.2036988e1	7.5926523e-1	
2026-06-09	10:47:44	4.46730e2	1.50179e1	1.25894e1	5.14937e1	9.74335e1	9.4038848e-2	8.4058818e-2	1.2045381e1	7.4709148e-1	
2026-06-09	10:47:45	4.44053e2	1.49640e1	1.25371e1	5.15004e1	9.74492e1	9.3651771e-2	8.3858308e-2	1.2016006e1	7.4939517e-1	
2026-06-09	10:47:45	4.43453e2	1.49537e1	1.25248e1	5.14971e1	9.74377e1	9.3550863e-2	8.3808841e-2	1.2047898e1	7.5075197e-1	
2026-06-09	10:47:46	4.43453e2	1.49537e1	1.25248e1	5.14971e1	9.74377e1	9.3550863e-2	8.3808841e-2	1.2047898e1	7.5075197e-1	
2026-06-09	10:47:46	4.42986e2	1.49560e1	1.25268e1	5.14937e1	9.74359e1	9.3479747e-2	8.3817062e-2	1.1995025e1	7.5545387e-1	
2026-06-09	10:47:47	4.42481e2	1.49511e1	1.25210e1	5.14937e1	9.74307e1	9.3398752e-2	8.3793582e-2	1.2047059e1	7.5681834e-1	
2026-06-09	10:47:47	4.42903e2	1.48818e1	1.24502e1	5.14937e1	9.74302e1	9.3460798e-2	8.3520116e-2	1.2061326e1	7.6869635e-1	
2026-06-09	10:47:48	4.43013e2	1.48364e1	1.24036e1	5.14871e1	9.74302e1	9.3478021e-2	8.3341655e-2	1.1995865e1	7.6039319e-1	
2026-06-09	10:47:48	4.43013e2	1.48364e1	1.24036e1	5.14871e1	9.74302e1	9.3478021e-2	8.3341655e-2	1.1995865e1	7.6039319e-1	
2026-06-09	10:47:49	4.42251e2	1.48551e1	1.24224e1	5.14871e1	9.74275e1	9.3361139e-2	8.3413362e-2	1.2051255e1	7.5631322e-1	
2026-06-09	10:47:49	4.41599e2	1.48551e1	1.24247e1	5.14871e1	9.74419e1	9.3277511e-2	8.3425045e-2	1.2017685e1	7.5496811e-1	
2026-06-09	10:47:50	4.41599e2	1.48551e1	1.24247e1	5.14871e1	9.74419e1	9.3277511e-2	8.3425045e-2	1.2017685e1	7.5496811e-1	
2026-06-09	10:47:50	4.41695e2	1.48372e1	1.24051e1	5.14937e1	9.74339e1	9.3282461e-2	8.3346958e-2	1.2051255e1	7.6038846e-1	
2026-06-09	10:47:51	4.41398e2	1.48288e1	1.23979e1	5.14937e1	9.74429e1	9.3246574e-2	8.3320856e-2	1.1991668e1	7.5237970e-1	
2026-06-09	10:47:51	4.41485e2	1.48225e1	1.23896e1	5.14871e1	9.74315e1	9.3249559e-2	8.3287954e-2	1.2057130e1	7.5338034e-1	
2026-06-09	10:47:52	4.41485e2	1.48225e1	1.23896e1	5.14871e1	9.74315e1	9.3249559e-2	8.3287954e-2	1.2057130e1	7.5338034e-1	
2026-06-09	10:47:52	4.41492e2	1.48102e1	1.23778e1	5.14937e1	9.74362e1	9.3253850e-2	8.3241996e-2	1.2007614e1	7.5453863e-1	
2026-06-09	10:47:53	4.41047e2	1.48075e1	1.23741e1	5.14971e1	9.74302e1	9.3180236e-2	8.3225908e-2	1.2066361e1	7.5661048e-1	
2026-06-09	10:47:53	4.40689e2	1.47976e1	1.23637e1	5.14904e1	9.74289e1	9.3126478e-2	8.3186988e-2	1.2044541e1	7.6706604e-1	
2026-06-09	10:47:54	4.40727e2	1.47978e1	1.23648e1	5.14904e1	9.74352e1	9.3138275e-2	8.3192586e-2	1.2028595e1	7.5966320e-1	
2026-06-09	10:47:54	4.40727e2	1.47978e1	1.23648e1	5.14904e1	9.74352e1	9.3138275e-2	8.3192586e-2	1.2028595e1	7.5966320e-1	
2026-06-09	10:47:55	4.40557e2	1.47931e1	1.23596e1	5.14871e1	9.74322e1	9.3110380e-2	8.3172321e-2	1.2024399e1	7.5348987e-1	
2026-06-09	10:47:55	4.40557e2	1.47931e1	1.23596e1	5.14871e1	9.74322e1	9.3110380e-2	8.3172321e-2	1.2024399e1	7.5348987e-1	
2026-06-09	10:47:56	4.40823e2	1.47848e1	1.23517e1	5.14904e1	9.74370e1	9.3154373e-2	8.3142337e-2	1.2002578e1	7.5457782e-1	
2026-06-09	10:47:56	4.40755e2	1.47844e1	1.23498e1	5.14904e1	9.74270e1	9.3134288e-2	8.3133163e-2	1.2063004e1	7.4888539e-1	
2026-06-09	10:47:57	4.40671e2	1.47740e1	1.23405e1	5.14904e1	9.74362e1	9.3130531e-2	8.3099308e-2	1.1989151e1	7.5307826e-1	
2026-06-09	10:47:57	4.40574e2	1.47702e1	1.23356e1	5.14904e1	9.74302e1	9.3110141e-2	8.3079280e-2	1.2065522e1	7.5362133e-1	
2026-06-09	10:47:58	4.40574e2	1.47702e1	1.23356e1	5.14904e1	9.74302e1	9.3110141e-2	8.3079280e-2	1.2065522e1	7.5362133e-1	
2026-06-09	10:47:58	4.40480e2	1.47695e1	1.23363e1	5.14937e1	9.74390e1	9.3103828e-2	8.3082971e-2	1.1994186e1	7.5513391e-1	
2026-06-09	10:47:59	4.40480e2	1.47695e1	1.23363e1	5.14937e1	9.74390e1	9.3103828e-2	8.3082971e-2	1.1994186e1	7.5513391e-1	
2026-06-09	10:47:59	4.40419e2	1.47650e1	1.23297e1	5.14937e1	9.74267e1	9.3082485e-2	8.3055257e-2	1.2059648e1	7.5866074e-1	
2026-06-09	10:48:00	4.39959e2	1.47558e1	1.23215e1	5.14904e1	9.74347e1	9.3021688e-2	8.3025875e-2	1.2026916e1	7.6076536e-1	
2026-06-09	10:48:00	4.40146e2	1.47563e1	1.23206e1	5.14971e1	9.74252e1	9.3039216e-2	8.3019199e-2	1.2025238e1	7.5891761e-1	
2026-06-09	10:48:01	4.40146e2	1.47563e1	1.23206e1	5.14971e1	9.74252e1	9.3039216e-2	8.3019199e-2	1.2025238e1	7.5891761e-1	
2026-06-09	10:48:01	4.39534e2	1.47540e1	1.23199e1	5.14937e1	9.74359e1	9.2958269e-2	8.3019256e-2	1.2047059e1	7.6105265e-1	
2026-06-09	10:48:02	4.39542e2	1.47566e1	1.23222e1	5.15004e1	9.74342e1	9.2956428e-2	8.3026704e-2	1.2043702e1	7.4803886e-1	
2026-06-09	10:48:02	4.39889e2	1.47534e1	1.23187e1	5.14937e1	9.74324e1	9.3008279e-2	8.3013896e-2	1.2038667e1	7.5714392e-1	
2026-06-09	10:48:03	4.39923e2	1.47438e1	1.23110e1	5.14971e1	9.74472e1	9.3027057e-2	8.2986888e-2	1.2042024e1	7.5054616e-1	
2026-06-09	10:48:03	4.39923e2	1.47438e1	1.23110e1	5.14971e1	9.74472e1	9.3027057e-2	8.2986888e-2	1.2042024e1	7.5054616e-1	
2026-06-09	10:48:04	4.40013e2	1.47445e1	1.23097e1	5.15004e1	9.74337e1	9.3026638e-2	8.2978610e-2	1.2064683e1	7.4945287e-1	
2026-06-09	10:48:04	4.40013e2	1.47445e1	1.23097e1	5.15004e1	9.74337e1	9.3026638e-2	8.2978610e-2	1.2064683e1	7.4945287e-1	
2026-06-09	10:48:05	4.39799e2	1.47499e1	1.23145e1	5.14971e1	9.74287e1	9.2990341e-2	8.2996482e-2	1.2060487e1	7.5806665e-1	
2026-06-09	10:48:05	4.39901e2	1.47423e1	1.23067e1	5.14937e1	9.74287e1	9.3006191e-2	8.2967100e-2	1.2058808e1	7.6707558e-1	
2026-06-09	10:48:06	4.39768e2	1.47463e1	1.23120e1	5.14871e1	9.74370e1	9.2995700e-2	8.2990465e-2	1.2013489e1	7.5999078e-1	
2026-06-09	10:48:06	4.38823e2	1.47568e1	1.23266e1	5.14904e1	9.74609e1	9.2876319e-2	8.3050727e-2	1.2040345e1	7.5939564e-1	
2026-06-09	10:48:07	4.38823e2	1.47568e1	1.23266e1	5.14904e1	9.74609e1	9.2876319e-2	8.3050727e-2	1.2040345e1	7.5939564e-1	
2026-06-09	10:48:07	4.40136e2	1.47132e1	1.22781e1	5.14937e1	9.74382e1	9.3050661e-2	8.2859096e-2	1.2049577e1	7.5527696e-1	
2026-06-09	10:48:08	4.44632e2	1.50073e1	1.25789e1	5.14937e1	9.74349e1	9.3726272e-2	8.4018411e-2	1.2056291e1	7.4779376e-1	
2026-06-09	10:48:08	4.64184e2	1.58393e1	1.34042e1	5.14904e1	9.74365e1	9.6637067e-2	8.7256908e-2	1.2068040e1	7.5972800e-1	
2026-06-09	10:48:09	4.64720e2	1.59550e1	1.35170e1	5.14937e1	9.74427e1	9.6722717e-2	8.7706146e-2	1.2017685e1	7.4827342e-1	
2026-06-09	10:48:09	4.51168e2	1.53877e1	1.29608e1	5.14937e1	9.74335e1	9.4705219e-2	8.5506200e-2	1.2030273e1	7.5321798e-1	
2026-06-09	10:48:10	4.51168e2	1.53877e1	1.29608e1	5.14937e1	9.74335e1	9.4705219e-2	8.5506200e-2	1.2030273e1	7.5321798e-1	
2026-06-09	10:48:10	4.46197e2	1.50836e1	1.26560e1	5.14904e1	9.74332e1	9.3960466e-2	8.4317626e-2	1.2005935e1	7.5086584e-1	
2026-06-09	10:48:11	4.45613e2	1.50482e1	1.26195e1	5.14871e1	9.74289e1	9.3869152e-2	8.4175767e-2	1.2045381e1	7.5880908e-1	
2026-06-09	10:48:11	4.45076e2	1.50206e1	1.25932e1	5.14937e1	9.74402e1	9.3798160e-2	8.4074974e-2	1.2042863e1	7.5975518e-1	
2026-06-09	10:48:12	4.44678e2	1.50070e1	1.25775e1	5.14904e1	9.74279e1	9.3726997e-2	8.4012269e-2	1.2005935e1	7.5392489e-1	
2026-06-09	10:48:12	4.44373e2	1.49861e1	1.25561e1	5.14871e1	9.74267e1	9.3680381e-2	8.3929595e-2	1.2051255e1	7.5975208e-1	
2026-06-09	10:48:13	4.44373e2	1.49861e1	1.25561e1	5.14871e1	9.74267e1	9.3680381e-2	8.3929595e-2	1.2051255e1	7.5975208e-1	
2026-06-09	10:48:13	4.43890e2	1.49428e1	1.25130e1	5.14904e1	9.74332e1	9.3613262e-2	8.3763656e-2	1.2003418e1	7.5665473e-1	
2026-06-09	10:48:14	4.43427e2	1.49240e1	1.24925e1	5.14937e1	9.74250e1	9.3534708e-2	8.3682298e-2	1.2058808e1	7.5967531e-1	
2026-06-09	10:48:14	4.43427e2	1.49240e1	1.24925e1	5.14937e1	9.74250e1	9.3534708e-2	8.3682298e-2	1.2058808e1	7.5967531e-1	
2026-06-09	10:48:15	4.42801e2	1.49085e1	1.24775e1	5.14971e1	9.74300e1	9.3444881e-2	8.3624658e-2	1.2031953e1	7.6230883e-1	
2026-06-09	10:48:15	4.42801e2	1.49085e1	1.24775e1	5.14971e1	9.74300e1	9.3444881e-2	8.3624658e-2	1.2031953e1	7.6230883e-1	
2026-06-09	10:48:16	4.42331e2	1.48939e1	1.24621e1	5.14937e1	9.74275e1	9.3372287e-2	8.3565473e-2	1.2010132e1	7.5875906e-1	
2026-06-09	10:48:16	4.41859e2	1.48548e1	1.24226e1	5.14904e1	9.74304e1	9.3304634e-2	8.3414316e-2	1.2028595e1	7.6049957e-1	
2026-06-09	10:48:17	4.41595e2	1.48576e1	1.24261e1	5.14871e1	9.74342e1	9.3269233e-2	8.3428802e-2	1.2031953e1	7.4508929e-1	
2026-06-09	10:48:17	4.41595e2	1.48576e1	1.24261e1	5.14871e1	9.74342e1	9.3269233e-2	8.3428802e-2	1.2031953e1	7.4508929e-1	
2026-06-09	10:48:18	4.41852e2	1.48190e1	1.23883e1	5.14937e1	9.74460e1	9.3317689e-2	8.3284492e-2	1.2015167e1	7.4935121e-1	
2026-06-09	10:48:18	4.41319e2	1.48160e1	1.23831e1	5.14937e1	9.74324e1	9.3224163e-2	8.3261604e-2	1.2070558e1	7.4991149e-1	
2026-06-09	10:48:19	4.41319e2	1.48160e1	1.23831e1	5.14937e1	9.74324e1	9.3224163e-2	8.3261604e-2	1.2070558e1	7.4991149e-1	
2026-06-09	10:48:19	4.40971e2	1.48030e1	1.23702e1	5.14904e1	9.74349e1	9.3174819e-2	8.3213090e-2	1.2028595e1	7.5301284e-1	
2026-06-09	10:48:20	4.41098e2	1.48011e1	1.23673e1	5.14904e1	9.74292e1	9.3188228e-2	8.3201045e-2	1.2072236e1	7.5745348e-1	
2026-06-09	10:48:20	4.40546e2	1.48052e1	1.23709e1	5.14904e1	9.74254e1	9.3101615e-2	8.3213920e-2	1.2047898e1	7.6799864e-1	
2026-06-09	10:48:21	4.39943e2	1.47974e1	1.23640e1	5.14904e1	9.74322e1	9.3017339e-2	8.3188648e-2	1.2036988e1	7.5844392e-1	
2026-06-09	10:48:21	4.39943e2	1.47974e1	1.23640e1	5.14904e1	9.74322e1	9.3017339e-2	8.3188648e-2	1.2036988e1	7.5844392e-1	
2026-06-09	10:48:22	4.40455e2	1.47947e1	1.23601e1	5.14937e1	9.74254e1	9.3087139e-2	8.3171958e-2	1.2027755e1	7.5672683e-1	
2026-06-09	10:48:22	4.39996e2	1.47720e1	1.23390e1	5.14971e1	9.74397e1	9.3030986e-2	8.3092985e-2	1.2010971e1	7.5552344e-1	
2026-06-09	10:48:23	4.40045e2	1.47726e1	1.23391e1	5.14971e1	9.74370e1	9.3035697e-2	8.3092870e-2	1.2060487e1	7.4972476e-1	
2026-06-09	10:48:23	4.39851e2	1.47726e1	1.23390e1	5.14871e1	9.74357e1	9.3007268e-2	8.3094005e-2	1.2076432e1	7.6378912e-1	
2026-06-09	10:48:24	4.39736e2	1.47718e1	1.23384e1	5.14904e1	9.74372e1	9.2990818e-2	8.3091440e-2	1.1986633e1	7.5234317e-1	
2026-06-09	10:48:24	4.39279e2	1.47613e1	1.23276e1	5.14904e1	9.74372e1	9.2921791e-2	8.3049659e-2	1.2058808e1	7.5271139e-1	
2026-06-09	10:48:25	4.39279e2	1.47613e1	1.23276e1	5.14904e1	9.74372e1	9.2921791e-2	8.3049659e-2	1.2058808e1	7.5271139e-1	
2026-06-09	10:48:25	4.39279e2	1.47613e1	1.23276e1	5.14904e1	9.74372e1	9.2921791e-2	8.3049659e-2	1.2058808e1	7.5271139e-1	
2026-06-09	10:48:26	4.39120e2	1.47524e1	1.23181e1	5.14937e1	9.74359e1	9.2895803e-2	8.3012638e-2	1.2015167e1	7.5654621e-1	
2026-06-09	10:48:26	4.39665e2	1.47607e1	1.23243e1	5.14904e1	9.74202e1	9.2963161e-2	8.3033857e-2	1.2051255e1	7.6709527e-1	
2026-06-09	10:48:27	4.39505e2	1.47509e1	1.23162e1	5.14904e1	9.74327e1	9.2951240e-2	8.3004951e-2	1.2026077e1	7.6030988e-1	
2026-06-09	10:48:27	4.39661e2	1.47491e1	1.23129e1	5.14904e1	9.74242e1	9.2966375e-2	8.2990884e-2	1.2041184e1	7.5705342e-1	
2026-06-09	10:48:28	4.39661e2	1.47491e1	1.23129e1	5.14904e1	9.74242e1	9.2966375e-2	8.2990884e-2	1.2041184e1	7.5705342e-1	
2026-06-09	10:48:28	4.39432e2	1.47440e1	1.23099e1	5.14971e1	9.74384e1	9.2944440e-2	8.2980871e-2	1.2023559e1	7.5768308e-1	
2026-06-09	10:48:29	4.39748e2	1.47419e1	1.23067e1	5.14971e1	9.74320e1	9.2985687e-2	8.2967338e-2	1.2047898e1	7.4730973e-1	
2026-06-09	10:48:29	4.39816e2	1.47378e1	1.23030e1	5.14937e1	9.74355e1	9.3000049e-2	8.2954521e-2	1.2070558e1	7.5939364e-1	
2026-06-09	10:48:30	4.39335e2	1.47360e1	1.23025e1	5.14871e1	9.74434e1	9.2936811e-2	8.2955064e-2	1.1999221e1	7.4978446e-1	
2026-06-09	10:48:30	4.39335e2	1.47360e1	1.23025e1	5.14871e1	9.74434e1	9.2936811e-2	8.2955064e-2	1.1999221e1	7.4978446e-1	
2026-06-09	10:48:31	4.39360e2	1.47364e1	1.23008e1	5.14937e1	9.74300e1	9.2925910e-2	8.2944755e-2	1.2052094e1	7.5520782e-1	
2026-06-09	10:48:31	4.39360e2	1.47364e1	1.23008e1	5.14937e1	9.74300e1	9.2925910e-2	8.2944755e-2	1.2052094e1	7.5520782e-1	
2026-06-09	10:48:32	4.39411e2	1.47384e1	1.23036e1	5.14904e1	9.74347e1	9.2938957e-2	8.2957029e-2	1.1985794e1	7.5395774e-1	
2026-06-09	10:48:32	4.39493e2	1.47384e1	1.23024e1	5.14904e1	9.74275e1	9.2944202e-2	8.2951068e-2	1.2054612e1	7.5804710e-1	
2026-06-09	10:48:33	4.38352e2	1.47251e1	1.23082e1	5.14904e1	9.75520e1	9.2894258e-2	8.2997503e-2	1.2010132e1	7.6284437e-1	
2026-06-09	10:48:33	4.38352e2	1.47251e1	1.23082e1	5.14904e1	9.75520e1	9.2894258e-2	8.2997503e-2	1.2010132e1	7.6284437e-1	
2026-06-09	10:48:34	4.39745e2	1.46971e1	1.22806e1	5.14904e1	9.75612e1	9.3113241e-2	8.2893371e-2	1.2051255e1	7.5639591e-1	
2026-06-09	10:48:34	4.55290e2	1.53808e1	1.29542e1	5.15004e1	9.74352e1	9.5317182e-2	8.5479259e-2	1.2020202e1	7.5833816e-1	
2026-06-09	10:48:35	4.71981e2	1.60527e1	1.36098e1	5.14904e1	9.74365e1	9.7778501e-2	8.8075933e-2	1.2054612e1	7.4459743e-1	
2026-06-09	10:48:35	4.61606e2	1.57284e1	1.32964e1	5.14871e1	9.74355e1	9.6256732e-2	8.6829481e-2	1.2057130e1	7.6038665e-1	
2026-06-09	10:48:36	4.49652e2	1.52289e1	1.28035e1	5.14837e1	9.74412e1	9.4487304e-2	8.4894599e-2	1.2017685e1	7.4959545e-1	
